compound_name	SMILES	corrected_SMILES	formula	neutralized_formula	exact_mass
glutamic acid-tryptophan	N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	C16H19N3O5	C16H19N3O5	333.13247072351
glutamic acid-tyrosine	N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	C14H18N2O6	C14H18N2O6	310.11648630642003
glutamic acid-valine	CC(C)[C@H](NC(=O)[C@@H](N)CCC(O)=O)C(O)=O	CC(C)[C@H](NC(=O)[C@@H](N)CCC(O)=O)C(O)=O	C10H18N2O5	C10H18N2O5	246.12157168685
glutamine-alanine	C[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(O)=O	C[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(O)=O	C8H15N3O4	C8H15N3O4	217.10625597502002
glutamine-arginine	N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	C11H22N6O4	C11H22N6O4	302.17025321392
glutamine-asparagine	N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(O)=O	N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(O)=O	C9H16N4O5	C9H16N4O5	260.11206963125
glutamine-aspartic acid	N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O	N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O	C9H15N3O6	C9H15N3O6	261.09608521416
glutamine-cysteine	N[C@@H](CCC(N)=O)C(=O)N[C@@H](CS)C(O)=O	N[C@@H](CCC(N)=O)C(=O)N[C@@H](CS)C(O)=O	C8H15N3O4S	C8H15N3O4S	249.07832714942
glutamine-glutamic acid	N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(O)=O	N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(O)=O	C10H17N3O6	C10H17N3O6	275.11173527862
glutamine-glutamine	N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(O)=O	N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(O)=O	C10H18N4O5	C10H18N4O5	274.12771969570997
glutamine-glycine	N[C@@H](CCC(N)=O)C(=O)NCC(O)=O	N[C@@H](CCC(N)=O)C(=O)NCC(O)=O	C7H13N3O4	C7H13N3O4	203.09060591056
glutamine-histidine	N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	C11H17N5O4	C11H17N5O4	283.12805404834
glutamine-isoleucine	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(O)=O	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(O)=O	C11H21N3O4	C11H21N3O4	259.1532061684
glutamine-leucine	CC(C)C[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(O)=O	CC(C)C[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(O)=O	C11H21N3O4	C11H21N3O4	259.1532061684
glutamine-lysine	NCCCC[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(O)=O	NCCCC[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(O)=O	C11H22N4O4	C11H22N4O4	274.16410520505997
glutamine-methionine	CSCC[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(O)=O	CSCC[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(O)=O	C10H19N3O4S	C10H19N3O4S	277.10962727834
glutamine-phenylalanine	N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	C14H19N3O4	C14H19N3O4	293.13755610394
glutamine-proline	N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(O)=O	N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(O)=O	C10H17N3O4	C10H17N3O4	243.12190603948
glutamine-serine	N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(O)=O	N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(O)=O	C8H15N3O5	C8H15N3O5	233.10117059459
glutamine-threonine	C[C@@H](O)[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(O)=O	C[C@@H](O)[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(O)=O	C9H17N3O5	C9H17N3O5	247.11682065905
glutamine-tryptophan	N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	C16H20N4O4	C16H20N4O4	332.1484551406
glutamine-tyrosine	N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	C14H19N3O5	C14H19N3O5	309.13247072351
glutamine-valine	CC(C)[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(O)=O	CC(C)[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(O)=O	C10H19N3O4	C10H19N3O4	245.13755610394
glycine-alanine	C[C@H](NC(=O)CN)C(O)=O	C[C@H](NC(=O)CN)C(O)=O	C5H10N2O3	C5H10N2O3	146.06914218987
glycine-arginine	NCC(=O)N[C@@H](CCCNC(N)=N)C(O)=O	NCC(=O)N[C@@H](CCCNC(N)=N)C(O)=O	C8H17N5O3	C8H17N5O3	231.13313942877
glycine-asparagine	NCC(=O)N[C@@H](CC(N)=O)C(O)=O	NCC(=O)N[C@@H](CC(N)=O)C(O)=O	C6H11N3O4	C6H11N3O4	189.0749558461
glycine-aspartic acid	NCC(=O)N[C@@H](CC(O)=O)C(O)=O	NCC(=O)N[C@@H](CC(O)=O)C(O)=O	C6H10N2O5	C6H10N2O5	190.05897142901
glycine-cysteine	NCC(=O)N[C@@H](CS)C(O)=O	NCC(=O)N[C@@H](CS)C(O)=O	C5H10N2O3S	C5H10N2O3S	178.04121336427
glycine-glutamic acid	NCC(=O)N[C@@H](CCC(O)=O)C(O)=O	NCC(=O)N[C@@H](CCC(O)=O)C(O)=O	C7H12N2O5	C7H12N2O5	204.07462149346998
glycine-glutamine	NCC(=O)N[C@@H](CCC(N)=O)C(O)=O	NCC(=O)N[C@@H](CCC(N)=O)C(O)=O	C7H13N3O4	C7H13N3O4	203.09060591056
glycine-glycine	NCC(=O)NCC(O)=O	NCC(=O)NCC(O)=O	C4H8N2O3	C4H8N2O3	132.05349212541
glycine-histidine	NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	C8H12N4O3	C8H12N4O3	212.09094026319
glycine-isoleucine	CC[C@H](C)[C@H](NC(=O)CN)C(O)=O	CC[C@H](C)[C@H](NC(=O)CN)C(O)=O	C8H16N2O3	C8H16N2O3	188.11609238325
glycine-leucine	CC(C)C[C@H](NC(=O)CN)C(O)=O	CC(C)C[C@H](NC(=O)CN)C(O)=O	C8H16N2O3	C8H16N2O3	188.11609238325
glycine-lysine	NCCCC[C@H](NC(=O)CN)C(O)=O	NCCCC[C@H](NC(=O)CN)C(O)=O	C8H17N3O3	C8H17N3O3	203.12699141990998
glycine-methionine	CSCC[C@H](NC(=O)CN)C(O)=O	CSCC[C@H](NC(=O)CN)C(O)=O	C7H14N2O3S	C7H14N2O3S	206.07251349319
glycine-phenylalanine	NCC(=O)N[C@@H](Cc1ccccc1)C(O)=O	NCC(=O)N[C@@H](Cc1ccccc1)C(O)=O	C11H14N2O3	C11H14N2O3	222.10044231879
glycine-proline	NCC(=O)N1CCC[C@H]1C(O)=O	NCC(=O)N1CCC[C@H]1C(O)=O	C7H12N2O3	C7H12N2O3	172.08479225433
glycine-serine	NCC(=O)N[C@@H](CO)C(O)=O	NCC(=O)N[C@@H](CO)C(O)=O	C5H10N2O4	C5H10N2O4	162.06405680944
glycine-threonine	C[C@@H](O)[C@H](NC(=O)CN)C(O)=O	C[C@@H](O)[C@H](NC(=O)CN)C(O)=O	C6H12N2O4	C6H12N2O4	176.0797068739
glycine-tryptophan	NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	C13H15N3O3	C13H15N3O3	261.11134135545
glycine-tyrosine	NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	C11H14N2O4	C11H14N2O4	238.09535693836
glycine-valine	CC(C)[C@H](NC(=O)CN)C(O)=O	CC(C)[C@H](NC(=O)CN)C(O)=O	C7H14N2O3	C7H14N2O3	174.10044231879
histidine-alanine	C[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O	C[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O	C9H14N4O3	C9H14N4O3	226.10659032765
histidine-arginine	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	C12H21N7O3	C12H21N7O3	311.17058756655
histidine-asparagine	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(N)=O)C(O)=O	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(N)=O)C(O)=O	C10H15N5O4	C10H15N5O4	269.11240398388
histidine-aspartic acid	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(O)=O)C(O)=O	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(O)=O)C(O)=O	C10H14N4O5	C10H14N4O5	270.09641956679
histidine-cysteine	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CS)C(O)=O	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CS)C(O)=O	C9H14N4O3S	C9H14N4O3S	258.07866150205
histidine-glutamic acid	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	C11H16N4O5	C11H16N4O5	284.11206963125
histidine-glutamine	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCC(N)=O)C(O)=O	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCC(N)=O)C(O)=O	C11H17N5O4	C11H17N5O4	283.12805404834
histidine-glycine	N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O	N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O	C8H12N4O3	C8H12N4O3	212.09094026319
histidine-histidine	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O	C12H16N6O3	C12H16N6O3	292.12838840097004
histidine-isoleucine	CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O	CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O	C12H20N4O3	C12H20N4O3	268.15354052103
histidine-leucine	CC(C)C[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O	CC(C)C[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O	C12H20N4O3	C12H20N4O3	268.15354052103
histidine-lysine	NCCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O	NCCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O	C12H21N5O3	C12H21N5O3	283.16443955769
histidine-methionine	CSCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O	CSCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O	C11H18N4O3S	C11H18N4O3S	286.10996163097
histidine-phenylalanine	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O	C15H18N4O3	C15H18N4O3	302.13789045657
histidine-proline	N[C@@H](Cc1c[nH]cn1)C(=O)N2CCC[C@H]2C(O)=O	N[C@@H](Cc1c[nH]cn1)C(=O)N2CCC[C@H]2C(O)=O	C11H16N4O3	C11H16N4O3	252.12224039211
histidine-serine	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CO)C(O)=O	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CO)C(O)=O	C9H14N4O4	C9H14N4O4	242.10150494722
histidine-threonine	C[C@@H](O)[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O	C[C@@H](O)[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O	C10H16N4O4	C10H16N4O4	256.11715501168
histidine-tryptophan	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(O)=O	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(O)=O	C17H19N5O3	C17H19N5O3	341.14878949322997
histidine-tyrosine	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O	N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O	C15H18N4O4	C15H18N4O4	318.13280507614
histidine-valine	CC(C)[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O	CC(C)[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O	C11H18N4O3	C11H18N4O3	254.13789045657
isoleucine-alanine	CC[C@H](C)[C@H](N)C(=O)N[C@@H](C)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](C)C(O)=O	C9H18N2O3	C9H18N2O3	202.13174244771
isoleucine-arginine	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	C12H25N5O3	C12H25N5O3	287.19573968661
isoleucine-asparagine	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(N)=O)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(N)=O)C(O)=O	C10H19N3O4	C10H19N3O4	245.13755610394
isoleucine-aspartic acid	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(O)=O)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(O)=O)C(O)=O	C10H18N2O5	C10H18N2O5	246.12157168685
isoleucine-cysteine	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CS)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CS)C(O)=O	C9H18N2O3S	C9H18N2O3S	234.10381362211
isoleucine-glutamic acid	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(O)=O	C11H20N2O5	C11H20N2O5	260.13722175131
isoleucine-glutamine	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O	C11H21N3O4	C11H21N3O4	259.1532061684
isoleucine-glycine	CC[C@H](C)[C@H](N)C(=O)NCC(O)=O	CC[C@H](C)[C@H](N)C(=O)NCC(O)=O	C8H16N2O3	C8H16N2O3	188.11609238325
isoleucine-histidine	CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	C12H20N4O3	C12H20N4O3	268.15354052103
isoleucine-isoleucine	CC[C@H](C)[C@H](N)C(=O)N[C@@H]([C@@H](C)CC)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H]([C@@H](C)CC)C(O)=O	C12H24N2O3	C12H24N2O3	244.17869264108998
isoleucine-leucine	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(C)C)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(C)C)C(O)=O	C12H24N2O3	C12H24N2O3	244.17869264108998
isoleucine-lysine	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O	C12H25N3O3	C12H25N3O3	259.18959167775
isoleucine-methionine	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCSC)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCSC)C(O)=O	C11H22N2O3S	C11H22N2O3S	262.13511375102996
isoleucine-phenylalanine	CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	C15H22N2O3	C15H22N2O3	278.16304257663
isoleucine-proline	CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C(O)=O	CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C(O)=O	C11H20N2O3	C11H20N2O3	228.14739251217
isoleucine-serine	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CO)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CO)C(O)=O	C9H18N2O4	C9H18N2O4	218.12665706728
isoleucine-threonine	CC[C@H](C)[C@H](N)C(=O)N[C@@H]([C@@H](C)O)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H]([C@@H](C)O)C(O)=O	C10H20N2O4	C10H20N2O4	232.14230713173998
isoleucine-tryptophan	CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	C17H23N3O3	C17H23N3O3	317.17394161329
isoleucine-tyrosine	CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	C15H22N2O4	C15H22N2O4	294.15795719619996
isoleucine-valine	CC[C@H](C)[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O	CC[C@H](C)[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O	C11H22N2O3	C11H22N2O3	230.16304257663
leucine-alanine	CC(C)C[C@H](N)C(=O)N[C@@H](C)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H](C)C(O)=O	C9H18N2O3	C9H18N2O3	202.13174244771
leucine-arginine	CC(C)C[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	C12H25N5O3	C12H25N5O3	287.19573968661
leucine-asparagine	CC(C)C[C@H](N)C(=O)N[C@@H](CC(N)=O)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H](CC(N)=O)C(O)=O	C10H19N3O4	C10H19N3O4	245.13755610394
leucine-aspartic acid	CC(C)C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(O)=O	C10H18N2O5	C10H18N2O5	246.12157168685
leucine-cysteine	CC(C)C[C@H](N)C(=O)N[C@@H](CS)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H](CS)C(O)=O	C9H18N2O3S	C9H18N2O3S	234.10381362211
leucine-glutamic acid	CC(C)C[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(O)=O	C11H20N2O5	C11H20N2O5	260.13722175131
leucine-glutamine	CC(C)C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O	C11H21N3O4	C11H21N3O4	259.1532061684
leucine-glycine	CC(C)C[C@H](N)C(=O)NCC(O)=O	CC(C)C[C@H](N)C(=O)NCC(O)=O	C8H16N2O3	C8H16N2O3	188.11609238325
leucine-histidine	CC(C)C[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	C12H20N4O3	C12H20N4O3	268.15354052103
leucine-isoleucine	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CC(C)C)C(O)=O	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CC(C)C)C(O)=O	C12H24N2O3	C12H24N2O3	244.17869264108998
leucine-leucine	CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(O)=O	C12H24N2O3	C12H24N2O3	244.17869264108998
leucine-lysine	CC(C)C[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O	C12H25N3O3	C12H25N3O3	259.18959167775
leucine-methionine	CSCC[C@H](NC(=O)[C@@H](N)CC(C)C)C(O)=O	CSCC[C@H](NC(=O)[C@@H](N)CC(C)C)C(O)=O	C11H22N2O3S	C11H22N2O3S	262.13511375102996
leucine-phenylalanine	CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	C15H22N2O3	C15H22N2O3	278.16304257663
leucine-proline	CC(C)C[C@H](N)C(=O)N1CCC[C@H]1C(O)=O	CC(C)C[C@H](N)C(=O)N1CCC[C@H]1C(O)=O	C11H20N2O3	C11H20N2O3	228.14739251217
leucine-serine	CC(C)C[C@H](N)C(=O)N[C@@H](CO)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H](CO)C(O)=O	C9H18N2O4	C9H18N2O4	218.12665706728
leucine-threonine	CC(C)C[C@H](N)C(=O)N[C@@H]([C@@H](C)O)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H]([C@@H](C)O)C(O)=O	C10H20N2O4	C10H20N2O4	232.14230713173998
leucine-tryptophan	CC(C)C[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	C17H23N3O3	C17H23N3O3	317.17394161329
leucine-tyrosine	CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	C15H22N2O4	C15H22N2O4	294.15795719619996
leucine-valine	CC(C)C[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O	CC(C)C[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O	C11H22N2O3	C11H22N2O3	230.16304257663
lysine-alanine	C[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O	C[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O	C9H19N3O3	C9H19N3O3	217.14264148437002
lysine-arginine	NCCCC[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	NCCCC[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	C12H26N6O3	C12H26N6O3	302.20663872327
lysine-asparagine	NCCCC[C@H](N)C(=O)N[C@@H](CC(N)=O)C(O)=O	NCCCC[C@H](N)C(=O)N[C@@H](CC(N)=O)C(O)=O	C10H20N4O4	C10H20N4O4	260.1484551406
lysine-aspartic acid	NCCCC[C@H](N)C(=O)N[C@@H](CC(O)=O)C(O)=O	NCCCC[C@H](N)C(=O)N[C@@H](CC(O)=O)C(O)=O	C10H19N3O5	C10H19N3O5	261.13247072351
lysine-cysteine	NCCCC[C@H](N)C(=O)N[C@@H](CS)C(O)=O	NCCCC[C@H](N)C(=O)N[C@@H](CS)C(O)=O	C9H19N3O3S	C9H19N3O3S	249.11471265877
lysine-glutamic acid	NCCCC[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(O)=O	NCCCC[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(O)=O	C11H21N3O5	C11H21N3O5	275.14812078797
lysine-glutamine	NCCCC[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O	NCCCC[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O	C11H22N4O4	C11H22N4O4	274.16410520505997
lysine-glycine	NCCCC[C@H](N)C(=O)NCC(O)=O	NCCCC[C@H](N)C(=O)NCC(O)=O	C8H17N3O3	C8H17N3O3	203.12699141990998
lysine-histidine	NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	C12H21N5O3	C12H21N5O3	283.16443955769
lysine-isoleucine	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O	C12H25N3O3	C12H25N3O3	259.18959167775
lysine-leucine	CC(C)C[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O	CC(C)C[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O	C12H25N3O3	C12H25N3O3	259.18959167775
lysine-lysine	NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O	NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O	C12H26N4O3	C12H26N4O3	274.20049071440997
lysine-methionine	CSCC[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O	CSCC[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O	C11H23N3O3S	C11H23N3O3S	277.14601278769
lysine-phenylalanine	NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	C15H23N3O3	C15H23N3O3	293.17394161329
lysine-proline	NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(O)=O	NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(O)=O	C11H21N3O3	C11H21N3O3	243.15829154883
lysine-serine	NCCCC[C@H](N)C(=O)N[C@@H](CO)C(O)=O	NCCCC[C@H](N)C(=O)N[C@@H](CO)C(O)=O	C9H19N3O4	C9H19N3O4	233.13755610394
lysine-threonine	C[C@@H](O)[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O	C[C@@H](O)[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O	C10H21N3O4	C10H21N3O4	247.1532061684
lysine-tryptophan	NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	C17H24N4O3	C17H24N4O3	332.18484064995
lysine-tyrosine	NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	C15H23N3O4	C15H23N3O4	309.16885623286
